shot_id,shot_made_flag
1,0.36677482739
8,0.349099598256
17,0.662751919464
20,0.795560213531
33,0.387311535741
34,0.478657153301
35,0.475081265385
36,0.452975128463
37,0.712788697339
38,0.337546106667
45,0.432978805333
50,0.309100577806
55,0.390503752941
60,0.3718012948
66,0.365004022487
67,0.267307156713
71,0.341107280268
80,0.260219152771
85,0.332731194079
86,0.585304482764
95,0.628264717779
104,0.385826204623
113,0.41732248512
123,0.307578629816
126,0.812146870496
133,0.657820012052
141,0.247606104798
144,0.445289939162
150,0.796779804842
152,0.447028987567
153,0.788923938379
156,0.415461518448
159,0.947536638467
165,0.803780721545
172,0.468022598308
182,0.946928567659
192,0.40025616432
193,0.791691567534
196,0.346496233865
202,0.351329711865
210,0.384078229482
211,0.41521886816
228,0.952130143
257,0.434275894582
260,0.429121396118
264,0.442864196618
267,0.628920202212
279,0.948489952209
282,0.401601013527
293,0.372627392047
299,0.802124841144
300,0.602160014326
301,0.765745179458
317,0.301438285273
327,0.409871104956
328,0.34758365219
335,0.463724017726
346,0.758546172275
348,0.344588331464
365,0.451823437268
390,0.763371565123
391,0.759446983086
392,0.737729628218
397,0.404463209501
418,0.420983683035
428,0.194749057998
434,0.597791201958
439,0.419004422441
440,0.3475267618
456,0.458505791664
459,0.343712619055
472,0.481357370035
480,0.305187103666
491,0.388349594575
497,0.436036634425
509,0.384130874834
511,0.438183209153
523,0.247949313943
533,0.380484872462
544,0.432298356634
546,0.381254608424
555,0.750995012305
558,0.446330448402
560,0.384906231255
573,0.341650967239
591,0.4138982554
596,0.322110206998
597,0.372312437572
601,0.551320130427
605,0.416068033769
617,0.341467579518
628,0.297842744422
634,0.323216393784
646,0.273793809353
649,0.347909620797
651,0.730661842192
654,0.765704612418
656,0.45968148198
657,0.492051976465
669,0.362684604368
670,0.945744763128
693,0.546389816487
694,0.350947106816
699,0.453513463136
711,0.382273143127
718,0.336766132323
722,0.349633020736
723,0.409805597506
725,0.663704340674
734,0.355296733408
735,0.445984966524
737,0.736995968268
746,0.341441029057
747,0.652676063137
766,0.369320312351
767,0.340188277742
771,0.320212924578
773,0.306560566525
774,0.426610096536
783,0.330750718643
784,0.360297701837
789,0.318798344395
792,0.419904610617
804,0.353067248247
809,0.363381904038
812,0.316574341195
813,0.422434278315
817,0.308482391744
820,0.3281499807
825,0.407779215635
826,0.391872702296
829,0.452332922006
855,0.41788447848
859,0.756539235216
862,0.407749005253
870,0.340969248497
876,0.322909260814
880,0.38698070388
886,0.9784176075
889,0.801598698757
891,0.412675136616
897,0.975761008892
902,0.392342997001
903,0.345235413396
908,0.385695914948
909,0.392851727534
920,0.363695116632
922,0.369358710016
924,0.587171848095
932,0.318353273787
934,0.345483581359
937,0.29285417757
941,0.376888018831
943,0.358348332587
950,0.437013538365
952,0.377173536628
954,0.952752544829
963,0.335425765504
975,0.332141655365
979,0.363779874919
981,0.429098770718
983,0.243764954933
985,0.416206370403
989,0.381321207641
995,0.388653899303
